gahnite	가나이트	kanaitʰɯ
Kruczkowski	크루치코프스키	kʰɯlut͡ɕʰikʰopʰɯsɯkʰi
Krupp	크루프	kʰɯlupʰɯ
croup	크루프	kʰɯlupʰɯ
crooksite	크룩사이트	kʰɯluks͈aitʰɯ
Crookes	크룩스	kʰɯluks͈ɯ
crinoline	크리놀린	kʰɯlinollin
Cremer	크리머	kʰɯlimʌ
Crivelli	크리벨리	kʰɯlibelli
Croesus	크리서스	kʰɯlisʌsɯ
Chrysostomus	크리소스토무스	kʰɯlisosɯtʰomusɯ
Christmas	크리스마스	kʰɯlisɯmasɯ
crystal	크리스털	kʰɯlisɯtʰʌl
cristobalite	크리스토발라이트	kʰɯlisɯtʰoballaitʰɯ
Christophorus	크리스토포루스	kʰɯlisɯtʰopʰolusɯ
Christophe	크리스토프	kʰɯlisɯtʰopʰɯ
Christie	크리스티	kʰɯlisɯtʰi
Christiania	크리스티아니아	kʰɯlisɯtʰiania
Crispi	크리스피	kʰɯlisɯpʰi
Chrysippos	크리시포스	kʰɯlisipʰosɯ
creator	크리에이터	kʰɯlieitʰʌ
Krkara	크리카라	kʰɯlikʰala
cricket	크리켓	kʰɯlikʰet
creek	크리크	kʰɯlikʰɯ
creep	크리프	kʰɯlipʰɯ
creepage	크리피지	kʰɯlipʰid͡ɕi
krill	크릴	kʰɯlil
Krylov	크릴로프	kʰɯlillopʰɯ
cream	크림	kʰɯlim
cryptoxanthin	크립토크산틴	kʰɯliptʰokʰɯsantʰin
krypton	크립톤	kʰɯliptʰon
Quantz	크반츠	kʰɯbant͡ɕʰɯ
xanthomycin	크산토마이신	kʰɯsantʰomaisin
Xanthippe	크산티페	kʰɯsantʰipʰe
Xenocrates	크세노크라테스	kʰɯsenokʰɯlatʰesɯ
Xenophanes	크세노파네스	kʰɯsenopʰanesɯ
Xenophon	크세노폰	kʰɯsenopʰon
Xenopoulos	크세노풀로스	kʰɯsenopʰullosɯ
xenia	크세니아	kʰɯsenia
Xerxes	크세르크세스	kʰɯselɯkʰɯsesɯ
Xylose	크실로오스	kʰɯsilloosɯ
xylidine	크실리딘	kʰɯsillidin
Ctesiphon	크테시폰	kʰɯtʰesipʰon
Klages	클라게스	kʰɯllagesɯ
cladosporium	클라도스포륨	kʰɯlladosɯpʰoljum
Chladni	클라드니	kʰɯlladɯni
Clara	클라라	kʰɯllala
clarain	클라레인	kʰɯllalein
clarinet	클라리넷	kʰɯllalinet
clarionet	클라리오넷	kʰɯllalionet
clarion	클라리온	kʰɯllalion
chlamydomonas	클라미도모나스	kʰɯllamidomonasɯ
chlamydia	클라미디아	kʰɯllamidia
Klabund	클라분트	kʰɯllabuntʰɯ
clavichord	클라비코드	kʰɯllabikʰodɯ
Clavijo	클라비호	kʰɯllabiho
Claudianus	클라우디아누스	kʰɯllaudianusɯ
Claudius	클라우디우스	kʰɯllaudiusɯ
Clausewitz	클라우제비츠	kʰɯllaud͡ɕebit͡ɕʰɯ
Clausius	클라우지우스	kʰɯllaud͡ɕiusɯ
kleinite	클라이나이트	kʰɯllainaitʰɯ
climax	클라이맥스	kʰɯllaimɛks͈ɯ
Climax	클라이맥스	kʰɯllaimɛks͈ɯ
climograph	클라이모그래프	kʰɯllaimogɯlɛpʰɯ
climbing	클라이밍	kʰɯllaimiŋ
Clive	클라이브	kʰɯllaibɯ
Kleist	클라이스트	kʰɯllaisɯtʰɯ
klystron	클라이스트론	kʰɯllaisɯtʰɯlon
client	클라이언트	kʰɯllaiʌntʰɯ
Kline	클라인	kʰɯllain
Klein	클라인	kʰɯllain
Clark	클라크	kʰɯllakʰɯ
Clarke	클라크	kʰɯllakʰɯ
Clapeyron	클라페롱	kʰɯllapʰeloŋ
Klaproth	클라프로트	kʰɯllapʰɯlotʰɯ
cladding	클래딩	kʰɯllɛdiŋ
Clarendon	클래런던	kʰɯllɛlʌndʌn
class	클래스	kʰɯllɛsɯ
classic	클래식	kʰɯllɛsik
clapperboard	클래퍼보드	kʰɯllɛpʰʌbodɯ
klaxon	클랙슨	kʰɯllɛks͈ɯn
clamp	클램프	kʰɯllɛmpʰɯ
Clurman	클러먼	kʰɯllʌmʌn
cluster	클러스터	kʰɯllʌsɯtʰʌ
clutch	클러치	kʰɯllʌt͡ɕʰi
clutter	클러터	kʰɯllʌtʰʌ
club	클럽	kʰɯllʌp
Clairaut	클레로	kʰɯllelo
Clair	클레르	kʰɯllelɯ
Clemenceau	클레망소	kʰɯllemaŋs͈o
Clements	클레먼츠	kʰɯllemʌnt͡ɕʰɯ
Clemens	클레멘스	kʰɯllemens͈ɯ
Cleve	클레베	kʰɯllebe
Cleanthes	클레안테스	kʰɯlleantʰesɯ
Cleomenes	클레오메네스	kʰɯlleomenesɯ
Cleopatra	클레오파트라	kʰɯlleopʰatʰɯla
clay	클레이	kʰɯllei
claim	클레임	kʰɯlleim
cleft	클레프트	kʰɯllepʰɯtʰɯ
clenbuterol	클렌부테롤	kʰɯllenbutʰelol
cleansing	클렌징	kʰɯllend͡ɕiŋ
clepsydra	클렙시드라	kʰɯlleps͈idɯla
clonazepam	클로나제팜	kʰɯllonad͡ɕepʰam
clonidine	클로니딘	kʰɯllonidin
cloning	클로닝	kʰɯlloniŋ
Claudel	클로델	kʰɯllodel
Claude	클로드	kʰɯllodɯ
Clodius	클로디우스	kʰɯllodiusɯ
chloranil	클로라닐	kʰɯllolanil
chloramine	클로라민	kʰɯllolamin
chloral	클로랄	kʰɯllolal
chloralase	클로랄라아제	kʰɯllolallaad͡ɕe
chloramphenicol	클로람페니콜	kʰɯllolampʰenikʰol
chlorella	클로렐라	kʰɯllolella
chloronaphthalene	클로로나프탈렌	kʰɯllolonapʰɯtʰallen
chlorodyne	클로로다인	kʰɯllolodain
chloromethane	클로로메탄	kʰɯllolometʰan
chlorobenzen	클로로벤젠	kʰɯllolobend͡ɕen
chlorobutadiene	클로로부타디엔	kʰɯllolobutʰadien
chlorosis	클로로시스	kʰɯllolosisɯ
chloroacetone	클로로아세톤	kʰɯlloloasetʰon
chloroethane	클로로에탄	kʰɯlloloetʰan
chloroquine	클로로퀸	kʰɯllolokʰwin
chlorocruorin	클로로크루오린	kʰɯllolokʰɯluolin
chlorotetracycline	클로로테트라시클린	kʰɯllolotʰetʰɯlasikʰɯllin
chlorothymol	클로로티몰	kʰɯllolotʰimol
chlorothiazide	클로로티아지드	kʰɯllolotʰiad͡ɕidɯ
chlorothionite	클로로티오나이트	kʰɯllolotʰionaitʰɯ
chloroform	클로로포름	kʰɯllolopʰolɯm
chloroprene	클로로프렌	kʰɯllolopʰɯlen
chloropicrin	클로로피크린	kʰɯllolopʰikʰɯlin
chlorophyll	클로로필	kʰɯllolopʰil
chlorophylase	클로로필라아제	kʰɯllolopʰillaad͡ɕe
chlorophyllin	클로로필린	kʰɯllolopʰillin
chlorohydrin	클로로히드린	kʰɯllolohidɯlin
chloroxiphite	클로록시파이트	kʰɯlloloks͈ipʰaitʰɯ
chlordane	클로르데인	kʰɯllolɯdein
chlordiazepoxide	클로르디아제폭시드	kʰɯllolɯdiad͡ɕepʰoks͈idɯ
chlortetracycline	클로르테트라시클린	kʰɯllolɯtʰetʰɯlasikʰɯllin
chlorpromazine	클로르프로마진	kʰɯllolɯpʰɯlomad͡ɕin
chlorination	클로리네이션	kʰɯllolineisjʌn
chloritoid	클로리토이드	kʰɯllolitʰoidɯ
clomiphene	클로미펜	kʰɯllomipʰen
clover	클로버	kʰɯllobʌ
Clovis	클로비스	kʰɯllobisɯ
clothoid	클로소이드	kʰɯllosoidɯ
cloth	클로스	kʰɯllosɯ
clotrimazole	클로트리마졸	kʰɯllotʰɯlimad͡ɕol
clone	클론	kʰɯllon
Klondike	클론다이크	kʰɯllondaikʰɯ
Klopstock	클롭슈토크	kʰɯllops͈jutʰokʰɯ
Clouet	클루에	kʰɯllue
Clouzot	클루조	kʰɯllud͡ɕo
cleaner	클리너	kʰɯllinʌ
clinometer	클리노미터	kʰɯllinomitʰʌ
klinokinesis	클리노키네시스	kʰɯllinokʰinesisɯ
clinic	클리닉	kʰɯllinik
cleaning	클리닝	kʰɯlliniŋ
klydonograph	클리도노그래프	kʰɯllidonogɯlɛpʰɯ
Cleveland	클리블랜드	kʰɯllibɯllɛndɯ
clear	클리어	kʰɯlliʌ
clearance	클리어런스	kʰɯlliʌlʌns͈ɯ
clientes	클리엔테스	kʰɯllientʰesɯ
cleek	클리크	kʰɯllikʰɯ
Clytaemnestra	클리타임네스트라	kʰɯllitʰaimnesɯtʰɯla
clitoris	클리토리스	kʰɯllitʰolisɯ
cleat	클리트	kʰɯllitʰɯ
clipper	클리퍼	kʰɯllipʰʌ
clipping	클리핑	kʰɯllipʰiŋ
click	클릭	kʰɯllik
clindamycin	클린다마이신	kʰɯllindamaisin
cleanup	클린업	kʰɯllinʌp
clinch	클린치	kʰɯllint͡ɕʰi
Klimt	클림트	kʰɯllimtʰɯ
clip	클립	kʰɯllip
clipboard	클립보드	kʰɯllipp͈odɯ
clipart	클립아트	kʰɯllibatʰɯ
Klinger	클링거	kʰɯlliŋgʌ
clinker	클링커	kʰɯlliŋkʰʌ
key	키	kʰi
china	키나	kʰina
kinesiology	키네시올로지	kʰinesiollod͡ɕi
kinetograph	키네토그래프	kʰinetʰogɯlɛpʰɯ
kinetoscope	키네토스코프	kʰinetʰosɯkʰopʰɯ
kinetophone	키네토폰	kʰinetʰopʰon
kinetin	키네틴	kʰinetʰin
kinepanorama	키네파노라마	kʰinepʰanolama
keynote	키노트	kʰinotʰɯ
kynureine	키뉴레닌	kʰinjulenin
kinesics	키니식스	kʰinisiks͈ɯ
kinin	키닌	kʰinin
Kyd	키드	kʰidɯ
Kidd	키드	kʰidɯ
kid	키드	kʰidɯ
kidnet	키드넷	kʰidɯnet
Cyrenaica	키레나이카	kʰilenaikʰa
Cyrene	키레네	kʰilene
Chiron	키론	kʰilon
Kirunavaara	키루나바라	kʰilunabala
Cyrus	사이러스	sailʌsɯ
Circe	키르케	kʰilɯkʰe
Kircher	키르허	kʰilɯhʌ
Kirchner	키르히너	kʰilɯhinʌ
Kirchhoff	키르히호프	kʰilɯhihopʰɯ
Quirino	키리노	kʰilino
Kiritimati	키리티마티	kʰilitʰimatʰi
Kyrillos	키릴로스	kʰilillosɯ
Chimaera	키마이라	kʰimaila
chimera	키메라	kʰimela
Chimera	키메라	kʰimela
chimerism	키메리즘	kʰimelid͡ɕɯm
chymosin	키모신	kʰimosin
chymotrypsinogen	키모트립시노겐	kʰimotʰɯlips͈inogen
chymotrypsin	키모트립신	kʰimotʰɯlips͈in
Kimon	키몬	kʰimon
Cybele	키벨레	kʰibelle
keyboard	키보드	kʰibodɯ
kibbutz	키부츠	kʰibut͡ɕʰɯ
kibble	키블	kʰibɯl
Kivi	키비	kʰibi
kiss	키스	kʰisɯ
KIST	키스트	kʰisɯtʰɯ
kissling	키슬링	kʰisɯlliŋ
kiang	키앙	kʰiaŋ
kier	키어	kʰiʌ
keyer	키어	kʰiʌ
kiwi	키위	kʰiwi
keying	키잉	kʰiiŋ
kieserite	키저라이트	kʰid͡ɕʌlaitʰɯ
Kiesinger	키징거	kʰid͡ɕiŋgʌ
Keats	키츠	kʰit͡ɕʰɯ
Kitchener	키치너	kʰit͡ɕʰinʌ
kitchen	키친	kʰit͡ɕʰin
Cicero	키케로	kʰikʰelo
kicking	키킹	kʰikʰiŋ
Kitai	키타이	kʰitʰai
kit	키트	kʰitʰɯ
chitin	키틴	kʰitʰin
keeper	키퍼	kʰipʰʌ
keep	킵	kʰip
Cyprianus	키프리아누스	kʰipʰɯlianusɯ
keeping	키핑	kʰipʰiŋ
kick	킥	kʰik
kickboxing	킥복싱	kʰikp͈oks͈iŋ
kickball	킥볼	kʰikp͈ol
kickout	킥아웃	kʰigaut
kickoff	킥오프	kʰigopʰɯ
Kean	킨	kʰin
Kindi	킨디	kʰindi
Kinsey	킨제이	kʰind͡ɕei
kinkajou	킨카주	kʰinkʰad͡ɕu
keel	킬	kʰil
kill	킬	kʰil
killer	킬러	kʰillʌ
chelate	킬레이트	kʰilleitʰɯ
kilo	킬로	kʰillo
kilogram	킬로그램	kʰillogɯlɛm
kilogrammeter	킬로그램미터	kʰillogɯlɛmmitʰʌ
kilogramcalorie	킬로그램칼로리	kʰillogɯlɛmkʰalloli
kiloliter	킬로리터	kʰillolitʰʌ
kilomegacycle	킬로메가사이클	kʰillomegasaikʰɯl
kilometer	킬로미터	kʰillomitʰʌ
chelometry	킬로미트리	kʰillomitʰɯli
kilobar	킬로바	kʰilloba
kilobyte	킬로바이트	kʰillobaitʰɯ
kilovolt	킬로볼트	kʰilloboltʰɯ
kilovoltmeter	킬로볼트미터	kʰilloboltʰɯmitʰʌ
kilocycle	킬로사이클	kʰillosaikʰɯl
kiloster	킬로스터	kʰillosɯtʰʌ
kiloampere	킬로암페어	kʰilloampʰeʌ
kilohm	킬로옴	kʰilloom
kilowatt	킬로와트	kʰillowatʰɯ
kilojoule	킬로줄	kʰillod͡ɕul
kilocalorie	킬로칼로리	kʰillokʰalloli
kilocurie	킬로퀴리	kʰillokʰwili
kiloton	킬로톤	kʰillotʰon
kiloparsec	킬로파섹	kʰillopʰasek
kilohertz	킬로헤르츠	kʰillohelɯt͡ɕʰɯ
Kilkenny	킬케니	kʰilkʰeni
kilt	킬트	kʰiltʰɯ
Kilpinen	킬피넨	kʰilpʰinen
kimberlite	킴벌라이트	kʰimbʌllaitʰɯ
Kingsley	킹즐리	kʰiŋd͡ɕɯlli
kink	킹크	kʰiŋkʰɯ
targeting	타기팅	tʰagitʰiŋ
target	타깃	tʰagit
Tanagra	타나그라	tʰanagɯla
Thanatos	타나토스	tʰanatʰosɯ
tannin	타닌	tʰanin
tarragon	타라곤	tʰalagon
tarantula	타란툴라	tʰalantʰulla
taro	타로	tʰalo
tar	타르	tʰalɯ
tahr	타르	tʰalɯ
Tarde	타르드	tʰalɯdɯ
tarbagan	타르바간	tʰalɯbagan
Tartaros	타르타로스	tʰalɯtʰalosɯ
Tartaglia	타르탈리아	tʰalɯtʰallia
Tartuffe	타르튀프	tʰalɯtʰwipʰɯ
Tartini	타르티니	tʰalɯtʰini
tamarin	타마린	tʰamalin
tamarind	타마린드	tʰamalindɯ
Tamayo	타마요	tʰamajo
tamoxifen	타목시펜	tʰamoks͈ipʰen
Tammuz	탐무즈	tʰammud͡ɕɯ
Tabari	타바리	tʰabali
tabloid	타블로이드	tʰabɯlloidɯ
Tasso	타소	tʰaso
TASI	타시	tʰasi
taurine	타우린	tʰaulin
Taussig	타우시그	tʰausigɯ
townwear	타운웨어	tʰaunweʌ
Townsville	타운즈빌	tʰaund͡ɕɯbil
Tauler	타울러	tʰaullʌ
tower	타워	tʰawʌ
tie	타이	tʰai
tigon	타이곤	tʰaigon
Tairov	타이로프	tʰailopʰɯ
timing	타이밍	tʰaimiŋ
Thais	타이스	tʰaisɯ
tire	타이어	tʰaiʌ
tights	타이츠	tʰait͡ɕʰɯ
Titan	타이탄	tʰaitʰan
tight	타이트	tʰaitʰɯ
title	타이틀	tʰaitʰɯl
typography	타이포그래피	tʰaipʰogɯlɛpʰi
type	타이프	tʰaipʰɯ
typewriter	타이프라이터	tʰaipʰɯlaitʰʌ
typist	타이피스트	tʰaipʰisɯtʰɯ
typing	타이핑	tʰaipʰiŋ
tile	타일	tʰail
Tylor	타일러	tʰaillʌ
time	타임	tʰaim
timelag	타임래그	tʰaimnɛgɯ
timesharing	타임셰어링	tʰaims͈jeʌliŋ
Tarzan	타잔	tʰad͡ɕan
TACAN	타칸	tʰakʰan
tacos	타코스	tʰakʰosɯ
tachyon	타키온	tʰakʰion
Tacitus	타키투스	tʰakʰitʰusɯ
takin	타킨	tʰakʰin
Tarkington	타킹턴	tʰakʰiŋtʰʌn
tartan	타탄	tʰatʰan
Tatlinism	타틀리니즘	tʰatʰɯllinid͡ɕɯm
tangerine	탄제린	tʰand͡ɕelin
tangent	탄젠트	tʰand͡ɕentʰɯ
tangelo	탄젤로	tʰand͡ɕello
tantalite	탄탈라이트	tʰantʰallaitʰɯ
Tantalos	탄탈로스	tʰantʰallosɯ
Talas	탈라스	tʰallasɯ
Talleyrand	탈레랑	tʰallelaŋ
Thales	탈레스	tʰallesɯ
Talos	탈로스	tʰallosɯ
Thalidomide	탈리도마이드	tʰallidomaidɯ
Taglioni	탈리오니	tʰallioni
Talma	탈마	tʰalma
Talmud	탈무드	tʰalmudɯ
Tangut	탕구트	tʰaŋgutʰɯ
tag	태그	tʰɛgɯ
tarantism	태런티즘	tʰɛlʌntʰid͡ɕɯm
tab	태브	tʰɛbɯ
tablature	태블러처	tʰɛbɯllʌt͡ɕʰʌ
tablet	태블릿	tʰɛbɯllit
tabby	태비	tʰɛbi
Tasmania	태즈메이니아	tʰɛd͡ɕɯmeinia
tachograph	태코그래프	tʰɛkʰogɯlɛpʰɯ
tachometer	태코미터	tʰɛkʰomitʰʌ
tackle	태클	tʰɛkʰɯl
tacking	태킹	tʰɛkʰiŋ
tatting	태팅	tʰɛtʰiŋ
Taft	태프트	tʰɛpʰɯtʰɯ
tapestry	태피스트리	tʰɛpʰisɯtʰɯli
taffeta	태피터	tʰɛpʰitʰʌ
tappet	태핏	tʰɛpʰit
taxon	택손	tʰɛks͈on
taxi	택시	tʰɛks͈i
taximeter	택시미터	tʰɛks͈imitʰʌ
taxis	택시스	tʰɛks͈isɯ
tandem	탠덤	tʰɛndʌm
Tallahassee	탤러해시	tʰɛllʌhɛsi
talent	탤런트	tʰɛllʌntʰɯ
Tallis	탤리스	tʰɛllisɯ
Talbot	탤벗	tʰɛlbʌt
talcum	탤컴	tʰɛlkʰʌm
talc	탤크	tʰɛlkʰɯ
tambourine	탬버린	tʰɛmbʌlin
Tampa	탬파	tʰɛmpʰa
tap	탭	tʰɛp
tango	탱고	tʰɛŋgo
tanker	탱커	tʰɛŋkʰʌ
tank	탱크	tʰɛŋkʰɯ
tugboat	터그보트	tʰʌgɯbotʰɯ
Turner	터너	tʰʌnʌ
Tourneur	터너	tʰʌnʌ
tunnel	터널	tʰʌnʌl
turnip	터닙	tʰʌnip
turning	터닝	tʰʌniŋ
turret	터릿	tʰʌlit
Terman	터먼	tʰʌmʌn
terminal	터미널	tʰʌminʌl
turban	터번	tʰʌbʌn
toboggan	터보건	tʰʌbogʌn
turbocharger	터보차저	tʰʌbot͡ɕʰad͡ɕʌ
turbofan	터보팬	tʰʌbopʰɛn
taboo	터부	tʰʌbu
terbutaline	터부탈린	tʰʌbutʰallin
turbine	터빈	tʰʌbin
tubbing	터빙	tʰʌbiŋ
Toowoomba	터움바	tʰʌumba
touch	터치	tʰʌt͡ɕʰi
touchdown	터치다운	tʰʌt͡ɕʰidaun
touchline	터치라인	tʰʌt͡ɕʰilain
touchscreen	터치스크린	tʰʌt͡ɕʰisɯkʰɯlin
Tacoma	터코마	tʰʌkʰoma
turkey	터키	tʰʌkʰi
Turf	터프	tʰʌpʰɯ
tuck	턱	tʰʌk
tuxedo	턱시도	tʰʌks͈ido
turn	턴	tʰʌn
turnbuckle	턴버클	tʰʌnbʌkʰɯl
turntable	턴테이블	tʰʌntʰeibɯl
Toledo	털리도	tʰʌllido
Tulsa	털사	tʰʌls͈a
tumbler	텀블러	tʰʌmbɯllʌ
tumbling	텀블링	tʰʌmbɯlliŋ
Tungalloy	텅갈로이	tʰʌŋgalloi
tungsten	텅스텐	tʰʌŋs͈ɯtʰen
tonguing	텅잉	tʰʌŋiŋ
tenor	테너	tʰenʌ
Tennant	테넌트	tʰenʌntʰɯ
Teniers	테니르스	tʰenilɯsɯ
tennis	테니스	tʰenisɯ
Tennyson	테니슨	tʰenisɯn
terrarium	테라리엄	tʰelaliʌm
Terramycin	테라마이신	tʰelamaisin
terabyte	테라바이트	tʰelabaitʰɯ
terrace	테라스	tʰelasɯ
terror	테러	tʰelʌ
terrorist	테러리스트	tʰelʌlisɯtʰɯ
terrorism	테러리즘	tʰelʌlid͡ɕɯm
teraphim	테러핌	tʰelʌpʰim
theremin	테레민	tʰelemin
teremp	테렘프	tʰelempʰɯ
thermite	테르밋	tʰelɯmit
terbium	테르븀	tʰelɯbjum
TERCOM	테르콤	tʰelɯkʰom
Tertullianus	테르툴리아누스	tʰelɯtʰullianusɯ
terpene	테르펜	tʰelɯpʰen
terpineol	테르피네올	tʰelɯpʰineol
terpinolene	테르피놀렌	tʰelɯpʰinollen
Terry	테리	tʰeli
terrier	테리어	tʰeliʌ
Terylene	테릴렌	tʰelillen
Themis	테미스	tʰemisɯ
Themistocles	테미스토클레스	tʰemisɯtʰokʰɯllesɯ
thebaine	테바인	tʰebain
Theseus	테세우스	tʰeseusɯ
Theseion	테세이온	tʰeseion
Tess	테스	tʰesɯ
tester	테스터	tʰesɯtʰʌ
testosterone	테스토스테론	tʰesɯtʰosɯtʰelon
test	테스트	tʰesɯtʰɯ
Thespis	테스피스	tʰesɯpʰisɯ
tesla	테슬라	tʰesɯlla
Theognis	테오그니스	tʰeogɯnisɯ
Theodora	테오도라	tʰeodola
Theodorus	테오도루스	tʰeodolusɯ
Theodoricus	테오도리쿠스	tʰeodolikʰusɯ
Theodoric	테오도리크	tʰeodolikʰɯ
Theodosius	테오도시우스	tʰeodosiusɯ
theobromine	테오브로민	tʰeobɯlomin
Theocritos	테오크리토스	tʰeokʰɯlitʰosɯ
Theophrastos	테오프라스토스	tʰeopʰɯlasɯtʰosɯ
theophylline	테오필린	tʰeopʰillin
Teiresias	테이레시아스	tʰeilesiasɯ
table	테이블	tʰeibɯl
tablecloth	테이블클로스	tʰeibɯlkʰɯllosɯ
Tate	테이트	tʰeitʰɯ
taper	테이퍼	tʰeipʰʌ
tape	테이프	tʰeipʰɯ
taping	테이핑	tʰeipʰiŋ
tael	테일	tʰeil
Taylor	테일러	tʰeillʌ
talus	테일러스	tʰeillʌsɯ
technetium	테크네튬	tʰekʰɯnetʰjum
technetron	테크네트론	tʰekʰɯnetʰɯlon
technomist	테크노미스트	tʰekʰɯnomisɯtʰɯ
technosound	테크노사운드	tʰekʰɯnosaundɯ
technostructure	테크노스트럭처	tʰekʰɯnosɯtʰɯlʌkt͡ɕʰʌ
technostress	테크노스트레스	tʰekʰɯnosɯtʰɯlesɯ
technocracy	테크노크라시	tʰekʰɯnokʰɯlasi
technocrat	테크노크라트	tʰekʰɯnokʰɯlatʰɯ
technopolis	테크노폴리스	tʰekʰɯnopʰollisɯ
technirama	테크니라마	tʰekʰɯnilama
technicolor	테크니컬러	tʰekʰɯnikʰʌllʌ
technic	테크닉	tʰekʰɯnik
techron	테크론	tʰekʰɯlon
tetanospasmin	테타노스파즈민	tʰetʰanosɯpʰad͡ɕɯmin
tetanolysin	테타놀리진	tʰetʰanollid͡ɕin
tetany	테타니	tʰetʰani
tetradymite	테트라디마이트	tʰetʰɯladimaitʰɯ
tetramethyl	테트라메틸	tʰetʰɯlametʰil
tetracycline	테트라시클린	tʰetʰɯlasikʰɯllin
tetraethyl	테트라에틸	tʰetʰɯlaetʰil
tetrazene	테트라젠	tʰetʰɯlad͡ɕen
tetracaine	테트라카인	tʰetʰɯlakʰain
tetrachord	테트라코드	tʰetʰɯlakʰodɯ
tetracosane	테트라코산	tʰetʰɯlakʰosan
tetrachloromethane	테트라클로로메탄	tʰetʰɯlakʰɯllolometʰan
tetrachloroethylene	테트라클로로에틸렌	tʰetʰɯlakʰɯlloloetʰillen
tetrapod	테트라포드	tʰetʰɯlapʰodɯ
tetrahymena	테트라히메나	tʰetʰɯlahimena
TETRAC	테트락	tʰetʰɯlak
tetrodotoxin	테트로도톡신	tʰetʰɯlodotʰoks͈in
tetrose	테트로오스	tʰetʰɯloosɯ
tetryl	테트릴	tʰetʰɯlil
Tethys	테티스	tʰetʰisɯ
Tefnut	테프누트	tʰepʰɯnutʰɯ
tephra	테프라	tʰepʰɯla
tephrite	테프라이트	tʰepʰɯlaitʰɯ
tephrochronology	테프로크로놀로지	tʰepʰɯlokʰɯlonollod͡ɕi
Teflon	테플론	tʰepʰɯllon
Texas	텍사스	tʰeks͈asɯ
textile	텍스타일	tʰeks͈ɯtʰail
text	텍스트	tʰeks͈ɯtʰɯ
tektite	텍타이트	tʰektʰaitʰɯ
tectonite	텍토나이트	tʰektʰonaitʰɯ
tectonometer	텍토노미터	tʰektʰonomitʰʌ
tectonics	텍토닉스	tʰektʰoniks͈ɯ
Taine	텐	tʰen
tenderloin	텐더로인	tʰendʌloin
tendon	텐돈	tʰendon
tenrec	텐렉	tʰellek
tensor	텐서	tʰens͈ʌ
tension	텐션	tʰens͈jʌn
tense	텐스	tʰens͈ɯ
Tell	텔	tʰel
telnet	텔넷	tʰellet
telegony	텔레고니	tʰellegoni
telewriter	텔레라이터	tʰellelaitʰʌ
telemarketing	텔레마케팅	tʰellemakʰetʰiŋ
Telemachos	텔레마코스	tʰellemakʰosɯ
telemark	텔레마크	tʰellemakʰɯ
Telemann	텔레만	tʰelleman
telemer	텔레머	tʰellemʌ
telemedicine	텔레메디신	tʰellemedisin
telemeter	텔레미터	tʰellemitʰʌ
telemetering	텔레미터링	tʰellemitʰʌliŋ
television	텔레비전	tʰellebid͡ɕʌn
Telesio	텔레시오	tʰellesio
telecommunication	텔레커뮤니케이션	tʰellekʰʌmjunikʰeisjʌn
telecommuting	텔레커뮤팅	tʰellekʰʌmjutʰiŋ
teletype	텔레타이프	tʰelletʰaipʰɯ
teletypewriter	텔레타이프라이터	tʰelletʰaipʰɯlaitʰʌ
teletex	텔레텍스	tʰelletʰeks͈ɯ
teletext	텔레텍스트	tʰelletʰeks͈ɯtʰɯ
telepathy	텔레파시	tʰellepʰasi
telefax	텔레팩스	tʰellepʰɛks͈ɯ
teleportation	텔레포테이션	tʰellepʰotʰeisjʌn
teleport	텔레포트	tʰellepʰotʰɯ
teleprinter	텔레프린터	tʰellepʰɯlintʰʌ
telefission	텔레피션	tʰellepʰisjʌn
telepix	텔레픽스	tʰellepʰiks͈ɯ
telex	텔렉스	tʰelleks͈ɯ
telogen	텔로젠	tʰellod͡ɕen
telop	텔롭	tʰellop
Tellus	텔루스	tʰellusɯ
Telidon	텔리돈	tʰellidon
telpher	텔퍼	tʰelpʰʌ
tempering	템퍼링	tʰempʰʌliŋ
Tempest	템페스트	tʰempʰesɯtʰɯ
temple	템플	tʰempʰɯl
TEPP	텝	tʰep
toe	토	tʰo
Togoland	토골란드	tʰogollandɯ
tonakai	토나카이	tʰonakʰai
tonality	토낼리티	tʰonɛllitʰi
toner	토너	tʰonʌ
tournament	토너먼트	tʰonʌmʌntʰɯ
tornado	토네이도	tʰoneido
tonometer	토노미터	tʰonomitʰʌ
Tawney	토니	tʰoni
tonic	토닉	tʰonik
Todd	토드	tʰodɯ
thorite	토라이트	tʰolaitʰɯ
torus	토러스	tʰolʌsɯ
Torrens	토런스	tʰolʌns͈ɯ
Torenia	토레니아	tʰolenia
Thorez	토레즈	tʰoled͡ɕɯ
Torelli	토렐리	tʰolelli
thoron	토론	tʰolon
Toronto	토론토	tʰolontʰo
thorium	토륨	tʰoljum
torr	토르	tʰolɯ
Thor	토르	tʰolɯ
Torricelli	토리첼리	tʰolit͡ɕʰelli
Thoma	토마	tʰoma
Thomasius	토마지우스	tʰomad͡ɕiusɯ
tomato	토마토	tʰomatʰo
tomahawk	토마호크	tʰomahokʰɯ
tomography	토모그래피	tʰomogɯlɛpʰi
Thomism	토미즘	tʰomid͡ɕɯm
torbanite	토버나이트	tʰobʌnaitʰɯ
tobralco	토브랄코	tʰobɯlalkʰo
toeshoes	토슈즈	tʰosjud͡ɕɯ
toss	토스	tʰosɯ
Toscanelli	토스카넬리	tʰosɯkʰanelli
Toscanini	토스카니니	tʰosɯkʰanini
toaster	토스터	tʰosɯtʰʌ
