a	에이	ei
Kenilworth	케닐워스	kʰenilwʌsɯ
Kenly	켄리	kʰelli
Kenmare	켄메어	kʰenmeʌ
Kenmore	켄모어	kʰenmoʌ
Kenna	켄나	kʰenna
Kennan	케난	kʰenan
Kennebunk	케네벙크	kʰenebʌŋkʰɯ
Kennebunkport	케네벙크포트	kʰenebʌŋkʰɯpʰotʰɯ
Kennedy	케네디	kʰenedi
Kenner	케너	kʰenʌ
Kennesaw	케네소	kʰeneso
Kenneth	케니스	kʰenisɯ
Kennett	케네트	kʰenetʰɯ
Kennewick	케너윅	kʰenʌwik
Kenney	케니	kʰeni
Keno	키노	kʰino
Kenoma	키노마	kʰinoma
Kenosha	커노샤	kʰʌnosja
Kensing	켄싱	kʰens͈iŋ
Kensington	켄싱턴	kʰens͈iŋtʰʌn
Kent	켄트	kʰentʰɯ
Kentland	켄틀랜드	kʰentʰɯllɛndɯ
Kenton	켄턴	kʰentʰʌn
Kentuck	켄터크	kʰentʰʌkʰɯ
Kentucky	켄터키	kʰentʰʌkʰi
Kentwood	켄트우드	kʰentʰɯudɯ
Kenwood	켄우드	kʰenudɯ
Kenya	케냐	kʰenja
Kenyon	케년	kʰenjʌn
Keo	케오	kʰeo
Keokuk	키오쿡	kʰiokʰuk
Kerby	커비	kʰʌbi
Kerikeri	케리케리	kʰelikʰeli
Kerkyra	케르키라	kʰelɯkʰila
Kerman	커맨	kʰʌmɛn
Kernersville	커너스빌	kʰʌnʌsɯbil
Kernstown	컨스타운	kʰʌns͈ɯtʰaun
Kerr	커	kʰʌ
Kerrick	케릭	kʰelik
Kerry	케리	kʰeli
Kersey	커지	kʰʌd͡ɕi
Kershaw	커쇼	kʰʌsjo
Kerz	커즈	kʰʌd͡ɕɯ
Kesley	키슬리	kʰisɯlli
Kessel	케셀	kʰesel
Keswick	케즈윅	kʰed͡ɕɯwik
Ketchikan	케치칸	kʰet͡ɕʰikʰan
Ketchum	케첨	kʰet͡ɕʰʌm
ketchup	케찹	kʰet͡ɕʰap
Kettering	케터링	kʰetʰʌliŋ
Kettle	케틀	kʰetʰɯl
Kevil	케빌	kʰebil
Kevin	케빈	kʰebin
Kewanee	케와니	kʰewani
Kewaunee	케오니	kʰeoni
key	키	kʰi
keyboard	키보드	kʰibodɯ
Keyes	키스	kʰisɯ
Keymar	키마	kʰima
Keyport	키포트	kʰipʰotʰɯ
Keyser	카이저	kʰaid͡ɕʌ
Keysville	키스빌	kʰisɯbil
Keyton	키턴	kʰitʰʌn
Khabarovsk	하바로프스크	habalopʰɯsɯkʰɯ
khaki	카키	kʰakʰi
Khartoum	카르툼	kʰalɯtʰum
Kherson	헤르손	helɯson
Kiama	키아마	kʰiama
Kiana	키아나	kʰiana
kick	킥	kʰik
Kickapoo	키카푸	kʰikʰapʰu
kickboxing	킥복싱	kʰikp͈oks͈iŋ
Kidder	키더	kʰidʌ
kidnap	키드냅	kʰidɯnɛp
Kidron	키드런	kʰidɯlʌn
Kief	키프	kʰipʰɯ
Kiefer	키퍼	kʰipʰʌ
Kiel	키엘	kʰiel
Kiev	키예프	kʰijepʰɯ
Kigali	키갈리	kʰigalli
Kileville	카일빌	kʰailbil
Kilgore	킬고어	kʰilgoʌ
Kilimanjaro	킬리만자로	kʰillimand͡ɕalo
Kilkenny	킬케니	kʰilkʰeni
Killdeer	킬디어	kʰildiʌ
Killeen	킬린	kʰillin
Killen	킬렌	kʰillen
Killington	킬링턴	kʰilliŋtʰʌn
Killingworth	킬링워스	kʰilliŋwʌsɯ
Kilmarnock	킬마녹	kʰilmanok
Kilmog	킬모그	kʰilmogɯ
Kilmore	킬모어	kʰilmoʌ
kilo	킬로	kʰillo
kilobyte	킬로바이트	kʰillobaitʰɯ
kilogram	킬로그램	kʰillogɯlɛm
kilohertz	킬로헤르츠	kʰillohelɯt͡ɕʰɯ
kilometer	킬로미터	kʰillomitʰʌ
kilowatt	킬로와트	kʰillowatʰɯ
Kim	킴	kʰim
Kimball	킴볼	kʰimbol
Kimberley	킴벌리	kʰimbʌlli
Kimberly	킴벌리	kʰimbʌlli
Kimble	킴블	kʰimbɯl
Kimper	킴퍼	kʰimpʰʌ
Kincaid	킨케이드	kʰinkʰeidɯ
Kincheloe	킨치로이	kʰint͡ɕʰiloi
Kind	카인드	kʰaindɯ
Kinder	카인더	kʰaindʌ
Kinderhook	킨더후크	kʰindʌhukʰɯ
Kindle	킨들	kʰindɯl
Kindred	킨드레드	kʰindɯledɯ
kingdom	킹덤	kʰiŋdʌm
Kingfisher	킹피셔	kʰiŋpʰisjʌ
Kingman	킹맨	kʰiŋmɛn
Kingsburg	킹스버그	kʰiŋs͈ɯbʌgɯ
Kingsbury	킹스베리	kʰiŋs͈ɯbeli
Kingsford	킹스퍼드	kʰiŋs͈ɯpʰʌdɯ
Kingsland	킹스랜드	kʰiŋs͈ɯlɛndɯ
Kingsley	킹슬리	kʰiŋs͈ɯlli
Kingspoint	킹스포인트	kʰiŋs͈ɯpʰointʰɯ
Kingsport	킹스포트	kʰiŋs͈ɯpʰotʰɯ
Kingston	킹스톤	kʰiŋs͈ɯtʰon
Kingstown	킹스타운	kʰiŋs͈ɯtʰaun
Kingstowne	킹스타운	kʰiŋs͈ɯtʰaun
Kingsville	킹즈빌	kʰiŋd͡ɕɯbil
Kingwood	킹우드	kʰiŋudɯ
Kinikinik	키니키닉	kʰinikʰinik
Kinloch	킨로츠	kʰillot͡ɕʰɯ
Kinlock	킨록	kʰillok
Kinnear	키니어	kʰiniʌ
Kinney	키니	kʰini
Kinross	킨로스	kʰillosɯ
Kinsey	킨제이	kʰind͡ɕei
Kinshasa	킨샤사	kʰins͈jasa
Kinsley	킨즐리	kʰind͡ɕɯlli
Kinsman	킨스먼	kʰins͈ɯmʌn
Kinston	킨스턴	kʰins͈ɯtʰʌn
Kinta	킨타	kʰintʰa
Kintyre	킨타이어	kʰintʰaiʌ
kiosk	키오스크	kʰiosɯkʰɯ
Kiowa	카이오와	kʰaiowa
Kipling	키플링	kʰipʰɯlliŋ
Kipp	키프	kʰipʰɯ
Kirby	커비	kʰʌbi
Kirk	커크	kʰʌkʰɯ
Kirkland	커크랜드	kʰʌkʰɯlɛndɯ
Kirkman	커크먼	kʰʌkʰɯmʌn
Kirksville	커크스빌	kʰʌkʰɯsɯbil
Kirkville	커크빌	kʰʌkʰɯbil
Kirkwood	커크우드	kʰʌkʰɯudɯ
Kiro	카이로	kʰailo
Kiron	키런	kʰilʌn
Kirtland	커트랜드	kʰʌtʰɯlɛndɯ
Kirvin	커빈	kʰʌbin
Kirwin	커윈	kʰʌwin
Kismet	키즈밋	kʰid͡ɕɯmit
kiss	키스	kʰisɯ
Kissimmee	키시미	kʰisimi
Kistler	키슬러	kʰisɯllʌ
Kitchener	키치너	kʰit͡ɕʰinʌ
Kite	카이트	kʰaitʰɯ
Kitsilano	키칠라노	kʰit͡ɕʰillano
Kittery	키터리	kʰitʰʌli
Kittila	키틸라	kʰitʰilla
Kittitas	키티타스	kʰitʰitʰasɯ
Kivalina	키발리나	kʰiballina
kiwi	키위	kʰiwi
Klaasville	클라스빌	kʰɯllasɯbil
Klacking	클라킹	kʰɯllakʰiŋ
Klawock	클라워크	kʰɯllawʌkʰɯ
Klein	클라인	kʰɯllain
Kline	클라인	kʰɯllain
Klondike	클론다이크	kʰɯllondaikʰɯ
Kloten	클로텐	kʰɯllotʰen
Knapp	냅	nɛp
Knickerbocker	니커보커	nikʰʌbokʰʌ
Knierim	크니림	kʰɯnilim
knife	나이프	naipʰɯ
Knight	나이트	naitʰɯ
Knightdale	나이트데일	naitʰɯdeil
Knights	나이츠	nait͡ɕʰɯ
knit	니트	nitʰɯ
Knobel	노벨	nobel
Knobs	놉스	nops͈ɯ
knock	노크	nokʰɯ
Knollwood	놀우드	noludɯ
Knott	노트	notʰɯ
knowledge	날리지	nallid͡ɕi
Knowles	놀스	nols͈ɯ
Knowlton	크놀턴	kʰɯnoltʰʌn
Knox	녹스	noks͈ɯ
Knoxville	녹스빌	noks͈ɯbil
KOBE	고베	kobe
Kobuk	코벅	kʰobʌk
Kochi	코치	kʰot͡ɕʰi
Kochville	코크빌	kʰokʰɯbil
Kodak	코닥	kʰodak
Kodiak	코디아크	kʰodiakʰɯ
Kohukohu	코후코후	kʰohukʰohu
Kokomo	코코모	kʰokʰomo
Kolberg	콜버그	kʰolbʌgɯ
Komatke	코마케	kʰomakʰe
Komatsu	고마츠	komat͡ɕʰɯ
kompas	콤파스	kʰompʰasɯ
kon	콘	kʰon
Kona	코나	kʰona
Konawa	코나와	kʰonawa
Konya	코니아	kʰonia
Kooskia	쿠스키아	kʰusɯkʰia
Kootenai	쿠트나이	kʰutʰɯnai
Korbel	코블	kʰobɯl
korea	코리아	kʰolia
Korea	코리아	kʰolia
korean	코리안	kʰolian
KORNET	코네트	kʰonetʰɯ
Korona	코로나	kʰolona
Koror	코로르	kʰololɯ
Kortright	코트라이트	kʰotʰɯlaitʰɯ
Kosciusko	코스키우스코	kʰosɯkʰiusɯkʰo
Kosmos	코스모스	kʰosɯmosɯ
Kossuth	코수스	kʰosusɯ
Kotzebue	코체부	kʰot͡ɕʰebu
Kouts	커츠	kʰʌt͡ɕʰɯ
Koylton	코일턴	kʰoiltʰʌn
Krabi	크라비	kʰɯlabi
Krain	크레인	kʰɯlein
Krakow	크라코프	kʰɯlakʰopʰɯ
Kramer	크레이머	kʰɯleimʌ
Krasnoyarsk	크라스노야르스크	kʰɯlasɯnojalɯsɯkʰɯ
Krebs	크렙스	kʰɯleps͈ɯ
Kremlin	크레믈린	kʰɯlemɯllin
Kremmling	크레믈링	kʰɯlemɯlliŋ
Kress	크레스	kʰɯlesɯ
Krok	크로크	kʰɯlokʰɯ
Krupp	크루프	kʰɯlupʰɯ
krypton	크립톤	kʰɯliptʰon
Kuantan	콴탄	kʰwantʰan
Kuching	쿠칭	kʰut͡ɕʰiŋ
Kumamoto	구마모토	kumamotʰo
Kumeu	쿠메우	kʰumeu
Kuna	쿠나	kʰuna
Kuopio	쿠오피오	kʰuopʰio
Kushiro	쿠시로	kʰusilo
Kushla	쿠슐라	kʰusjulla
Kutahya	퀴타히아	kʰwitʰahia
Kuttawa	쿠타와	kʰutʰawa
Kuusamo	쿠사모	kʰusamo
Kuwait	쿠웨이트	kʰuweitʰɯ
Kyburz	카이버즈	kʰaibʌd͡ɕɯ
Kyle	카일	kʰail
Kyrgyzstan	키르기스스탄	kʰilɯgisɯsɯtʰan
kyu	큐	kʰju
l	엘	el
L'Anse	랑스	laŋs͈ɯ
lab	랩	lɛp
label	라벨	label
LaBelle	라벨	label
Labette	라벳	labet
Labrador	래브라도	lɛbɯlado
Lacarne	라칸	lakʰan
lace	레이스	leisɯ
Lacey	레이시	leisi
Lackawanna	래커워너	lɛkʰʌwʌnʌ
Lackey	래키	lɛkʰi
Laclede	라클레드	lakʰɯlledɯ
Lacon	라콘	lakʰon
Lacona	라코나	lakʰona
Laconia	래코니아	lɛkʰonia
LaCoste	라코스테	lakʰosɯtʰe
LaCrosse	라크로스	lakʰɯlosɯ
Ladiesburg	레이디스버그	leidisɯbʌgɯ
Ladoga	라도가	ladoga
Ladonia	라도니아	ladonia
Ladora	라도라	ladola
Ladue	라듀	ladju
lady	레이디	leidi
Ladysmith	레이디스미스	leidisɯmisɯ
Lafayette	라피엣	lapʰiet
Lafe	라페	lapʰe
Lagos	라고스	lagosɯ
Lagrange	라그랜지	lagɯlɛnd͡ɕi
LaGrange	라그랜지	lagɯlɛnd͡ɕi
Lagro	라그로	lagɯlo
Lahaina	라하이나	lahaina
Lahoma	라호마	lahoma
Lahore	라호르	laholɯ
Laingsburg	랭스버그	lɛŋs͈ɯbʌgɯ
Laird	레어드	leʌdɯ
Lake	레이크	leikʰɯ
Lakebay	레이크베이	leikʰɯbei
Lakefield	레이크필드	leikʰɯpʰildɯ
Lakeland	레이클랜드	leikʰɯllɛndɯ
Lakeport	레이크포트	leikʰɯpʰotʰɯ
Lakeshire	레이크샤이어	leikʰɯsjaiʌ
Lakeside	레이크사이드	leikʰɯsaidɯ
Laketown	레이크타운	leikʰɯtʰaun
Lakeview	레이크뷰	leikʰɯbju
Lakeville	레이크빌	leikʰɯbil
Lakewood	레이크우드	leikʰɯudɯ
Lakin	라킨	lakʰin
Lakota	라코타	lakʰotʰa
Lamar	라마	lama
Lamartine	라마르틴	lamalɯtʰin
Lamb	램	lɛm
Lambert	램버트	lɛmbʌtʰɯ
Lamberton	램버튼	lɛmbʌtʰɯn
Lambertville	램버트빌	lɛmbʌtʰɯbil
Lamesa	라메사	lamesa
Lamington	래밍턴	lɛmiŋtʰʌn
Lamoine	라모인	lamoin
Lamoni	라모니	lamoni
Lamont	라몬트	lamontʰɯ
Lamotte	라모트	lamotʰɯ
LaMoure	라무르	lamulɯ
lamp	램프	lɛmpʰɯ
Lampe	램프	lɛmpʰɯ
Lampedusa	람페두사	lampʰedusa
Lanai	라나이	lanai
Lanark	래너크	lɛnʌkʰɯ
LANcard	랜카드	lɛnkʰadɯ
Lancaster	랭커스터	lɛŋkʰʌsɯtʰʌ
Lancing	랜싱	lɛns͈iŋ
land	랜드	lɛndɯ
Landa	랜다	lɛnda
Lander	랜더	lɛndʌ
Landers	랜더스	lɛndʌsɯ
Landfall	랜드폴	lɛndɯpʰol
Landgraff	랜드그라프	lɛndɯgɯlapʰɯ
Landing	랜딩	lɛndiŋ
Landis	랜디스	lɛndisɯ
Lanesboro	레인즈버로	leind͡ɕɯbʌlo
Lanesville	레인즈빌	leind͡ɕɯbil
Lanett	라넷	lanet
Laneview	레인뷰	leinbju
Langdon	랭던	lɛŋdʌn
Langford	랭퍼드	lɛŋpʰʌdɯ
Langkawi	랑카위	laŋkʰawi
Langlade	랭글레이드	lɛŋgɯlleidɯ
Langley	랭글리	lɛŋgɯlli
Langlois	랑글루아	laŋgɯllua
Langston	랭스턴	lɛŋs͈ɯtʰʌn
language	랭귀지	lɛŋgwid͡ɕi
Langworth	랭워스	lɛŋwʌsɯ
Langworthy	랭워시	lɛŋwʌsi
Lanham	랜햄	lɛnhɛm
Lanier	러니어	lʌniʌ
Lansing	랜싱	lɛns͈iŋ
Lantana	랜태나	lɛntʰɛna
Lanton	랜턴	lɛntʰʌn
Lanty	랜티	lɛntʰi
Laona	라오나	laona
Lapeer	라피어	lapʰiʌ
Lapel	라펠	lapʰel
Laporte	라포트	lapʰotʰɯ
laptop	랩탑	lɛptʰap
Laramie	래러미	lɛlʌmi
Larchwood	라치우드	lat͡ɕʰiudɯ
Laredo	라리도	lalido
Largo	라르고	lalɯgo
Lark	라크	lakʰɯ
Larkin	라킨	lakʰin
Larkspur	라크스퍼	lakʰɯsɯpʰʌ
Larnaca	라나카	lanakʰa
Larned	라니드	lanidɯ
Larrabee	래러비	lɛlʌbi
Larsen	라슨	lasɯn
Larsmont	라스몬트	lasɯmontʰɯ
Larson	라슨	lasɯn
Larto	라토	latʰo
Larue	라루	lalu
Lasca	라스카	lasɯkʰa
Lasker	래스커	lɛsɯkʰʌ
last	라스트	lasɯtʰɯ
Lastrup	라스트럽	lasɯtʰɯlʌp
Latch	래치	lɛt͡ɕʰi
Latex	라텍스	latʰeks͈ɯ
Latham	래섬	lɛsʌm
Lathrop	라스롭	lasɯlop
Latimer	라티머	latʰimʌ
Latium	라티움	latʰium
Latona	래토나	lɛtʰona
Latrobe	러트로브	lʌtʰɯlobɯ
Lattimore	라티모어	latʰimoʌ
Latvia	라트비아	latʰɯbia
Laud	로드	lodɯ
Lauderdale	로더데일	lodʌdeil
Lauderhill	로더힐	lodʌhil
Lauer	로르	lolɯ
Laughlin	라플린	lapʰɯllin
laughter	래프터	lɛpʰɯtʰʌ
Launceston	론서스턴	lons͈ʌsɯtʰʌn
Launcher	런처	lʌnt͡ɕʰʌ
Laura	로라	lola
Laurel	로렐	lolel
Laurens	로렌스	lolens͈ɯ
Laurier	로리에	lolie
Laurinburg	로린버그	lolinbʌgɯ
Lavaca	라바카	labakʰa
Laval	라발	labal
Lavalette	라밸릿	labɛllit
lavash	라바슈	labasju
lavender	라벤더	labendʌ
Laverne	라번	labʌn
Lavina	라비나	labina
Lavonia	라보니아	labonia
law	로	lo
Lawen	로웬	lowen
Lawler	롤러	lollʌ
Lawn	론	lon
Lawndale	론데일	londeil
Lawrence	로렌스	lolens͈ɯ
Lawrenceburg	로렌스버그	lolens͈ɯbʌgɯ
Lawrenceville	로렌스빌	lolens͈ɯbil
lawrencium	로렌슘	lolens͈jum
Laws	로스	losɯ
Lawson	로슨	losɯn
Lawton	라우튼	lautʰɯn
Lax	락스	laks͈ɯ
Layland	레일랜드	leillɛndɯ
layout	레이아웃	leiaut
Layton	레이턴	leitʰʌn
lead	리드	lidɯ
leader	리더	lidʌ
leadership	리더쉽	lidʌswip
Leadington	리딩턴	lidiŋtʰʌn
Leadville	레드빌	ledɯbil
Leadwood	리드우드	lidɯudɯ
league	리그	ligɯ
Leal	릴	lil
Leamington	리밍턴	limiŋtʰʌn
Leander	린더	lindʌ
Learned	러니드	lʌnidɯ
Leary	리어리	liʌli
Leasburg	리스버그	lisɯbʌgɯ
lease	리스	lisɯ
Leavenworth	레번워스	lebʌnwʌsɯ
Leavitt	레빗	lebit
Leavittsville	리비츠빌	libit͡ɕʰɯbil
Leawood	리우드	liudɯ
Lebanon	레바논	lebanon
Leblanc	르블랑	lɯbɯllaŋ
Lebo	레보	lebo
Leckie	레키	lekʰi
Lecoma	리코마	likʰoma
Lecompte	레콤트	lekʰomtʰɯ
Lecompton	르컴튼	lɯkʰʌmtʰɯn
Ledbetter	레드베터	ledɯbetʰʌ
Ledford	레드포드	ledɯpʰodɯ
Ledgewood	레지우드	led͡ɕiudɯ
Ledyard	레디어드	lediʌdɯ
Lee	리	li
Leeds	리즈	lid͡ɕɯ
Leefield	리필드	lipʰildɯ
Leeman	리먼	limʌn
Leeper	리퍼	lipʰʌ
Leesburg	리즈버그	lid͡ɕɯbʌgɯ
Leesville	리스빌	lisɯbil
Leet	리트	litʰɯ
Leeton	리턴	litʰʌn
Leewood	리우드	liudɯ
Lefor	르포	lɯpʰo
legacy	레거시	legʌsi
Leggett	레깃	legit
Lego	레고	lego
Legrande	레그랜드	legɯlɛndɯ
Lehi	리하이	lihai
Lehigh	리하이	lihai
Leicester	레스터	lesɯtʰʌ
Leighton	레이턴	leitʰʌn
Leitchfield	라이치필드	lait͡ɕʰipʰildɯ
Leiter	라이터	laitʰʌ
Leith	리스	lisɯ
Leivasy	리버시	libʌsi
Leland	릴랜드	lillɛndɯ
LeLoup	르룹	lɯlup
Lemhi	레미	lemi
Leming	레밍	lemiŋ
Lemington	레밍턴	lemiŋtʰʌn
Lemmon	레먼	lemʌn
lemon	레몬	lemon
lemonade	레모네이드	lemoneidɯ
Lemons	레몬스	lemons͈ɯ
Lemoore	르무어	lɯmuʌ
Lemoyne	르모인	lɯmoin
Lena	레나	lena
Leneve	르네브	lɯnebɯ
Lenexa	르넥사	lɯneks͈a
Lennox	레녹스	lenoks͈ɯ
Lenoir	르노어	lɯnoʌ
Lenora	레노라	lenola
Lenore	레노어	lenoʌ
Lenox	레녹스	lenoks͈ɯ
lens	렌즈	lend͡ɕɯ
Leola	레올라	leolla
Leominster	레민스터	lemins͈ɯtʰʌ
Leon	레온	leon
Leona	레오나	leona
Leonard	레너드	lenʌdɯ
Leonards	레오나즈	leonad͡ɕɯ
Leonardtown	레너드타운	lenʌdɯtʰaun
Leonidas	리오니다스	lionidasɯ
leopard	레오파드	leopʰadɯ
Leopold	레오폴드	leopʰoldɯ
Leopolis	레오폴리스	leopʰollisɯ
Leora	리오라	liola
Lepanto	레판토	lepʰantʰo
Lesage	르사즈	lɯsad͡ɕɯ
lesbian	레즈비언	led͡ɕɯbiʌn
Leslie	레슬리	lesɯlli
Lesotho	레소토	lesotʰo
Lessie	레시	lesi
lesson	레슨	lesɯn
Lessor	레서	lesʌ
Lester	레스터	lesɯtʰʌ
Letcher	레쳐	let͡ɕʰʌ
Letha	레타	letʰa
Lethbridge	레스브리지	lesɯbɯlid͡ɕi
Letitia	르티샤	lɯtʰisja
Leto	레토	letʰo
Letohatchee	레토핫키	letʰohatkʰi
Letona	레토나	letʰona
letter	레테르	letʰelɯ
Letterbox	레터박스	letʰʌbaks͈ɯ
Letts	레츠	let͡ɕʰɯ
Levan	레반	leban
Levant	리밴트	libɛntʰɯ
level	레벨	lebel
Level	레벨	lebel
Levels	레벨스	lebels͈ɯ
Leverett	레버렛	lebʌlet
Levin	르빈	lɯbin
Levis	리바이스	libaisɯ
Levy	레비	lebi
Lewes	루이스	luisɯ
Lewis	루이스	luisɯ
Lewisburg	루이스버그	luisɯbʌgɯ
Lewiston	루이스턴	luisɯtʰʌn
Lewistown	루이스타운	luisɯtʰaun
Lewisville	루이스빌	luisɯbil
Lex	렉스	leks͈ɯ
Lexa	렉사	leks͈a
Lexington	렉싱턴	leks͈iŋtʰʌn
Leyden	레이든	leidɯn
lg	엘지	eld͡ɕi
Libby	리비	libi
Liberal	리버럴	libʌlʌl
Liberia	라이베리아	laibelia
Liberty	리버티	libʌtʰi
Libertyville	리버티빌	libʌtʰibil
Libuse	리부셰	libusje
Licking	리킹	likʰiŋ
life	라이프	laipʰɯ
lifesaving	라이프세이빙	laipʰɯseibiŋ
lift	리프트	lipʰɯtʰɯ
light	라이트	laitʰɯ
lighter	라이터	laitʰʌ
Lightfoot	라이트풋	laitʰɯpʰut
Lignite	리그나이트	ligɯnaitʰɯ
Ligonier	리고니어	ligoniʌ
Lihue	리후에	lihue
like	라이크	laikʰɯ
Likely	라이클리	laikʰɯlli
Lila	라일라	lailla
lilac	라일락	laillak
Lilbourn	릴본	lilbon
Lilburn	릴번	lilbʌn
Lillian	릴리안	lillian
Lillington	릴링턴	lilliŋtʰʌn
Lillis	릴리스	lillisɯ
Lilly	릴리	lilli
Lillydale	릴리데일	lillideil
Lilongwe	릴롱궤	lilloŋgwe
lily	릴리	lilli
Lily	릴리	lilli
Lilydale	릴리데일	lillideil
Lima	리마	lima
Limerick	리머릭	limʌlik
Limestone	라임스톤	laims͈ɯtʰon
Limington	리밍턴	limiŋtʰʌn
Limon	리몬	limon
limousine	리무진	limud͡ɕin
Linch	린치	lint͡ɕʰi
Lincoln	링컨	liŋkʰʌn
Lincolnshire	링컨셔	liŋkʰʌns͈jʌ
Lincolnton	링컨턴	liŋkʰʌntʰʌn
Lind	린드	lindɯ
Lindale	린데일	lindeil
Lindbergh	린드버그	lindɯbʌgɯ
Linden	린든	lindɯn
Lindentree	린든트리	lindɯntʰɯli
Lindley	린들리	lindɯlli
Lindon	린던	lindʌn
Lindose	린도즈	lindod͡ɕɯ
Lindsay	린지	lind͡ɕi
Lindsborg	린즈보그	lind͡ɕɯbogɯ
Lindstrom	린드스트롬	lindɯsɯtʰɯlom
Lindy	린디	lindi
line	라인	lain
LINE	라인	lain
Lineage	리니지	linid͡ɕi
linearization	리니어라이제이션	liniʌlaid͡ɕeisjʌn
Lineburg	라인버그	lainbʌgɯ
Lineville	라인빌	lainbil
lingerie	란제리	land͡ɕeli
Lingle	링글	liŋgɯl
link	링크	liŋkʰɯ
Linn	린	lin
Linneus	린네	linne
Linnsburg	린스버그	lins͈ɯbʌgɯ
Linton	린턴	lintʰʌn
linux	리눅스	linuks͈ɯ
Linux	리눅스	linuks͈ɯ
Linville	린빌	linbil
Linwood	린우드	linudɯ
Linz	린츠	lint͡ɕʰɯ
lion	라이온	laion
lip	립	lip
lipstick	립스틱	lips͈ɯtʰik
Lis	리스	lisɯ
Lisbon	리스본	lisɯbon
Liscomb	리스콤	lisɯkʰom
Lisle	라일	lail
Lisman	리스만	lisɯman
Lismore	리스모어	lisɯmoʌ
list	리스트	lisɯtʰɯ
Litchfield	리치필드	lit͡ɕʰipʰildɯ
Lithgow	리스고	lisɯgo
Lithia	리티아	litʰia
lithium	리튬	litʰjum
Lithonia	리토니아	litʰonia
Lithuania	리투아니아	litʰuania
litmus	리트머스	litʰɯmʌsɯ
litre	리터	litʰʌ
Littlefield	리틀필드	litʰɯlpʰildɯ
Littleton	리틀턴	litʰɯltʰʌn
Littleville	리틀빌	litʰɯlbil
Litton	리턴	litʰʌn
Livermore	리버모어	libʌmoʌ
Liverpool	리버풀	libʌpʰul
living	리빙	libiŋ
Livingston	리빙스턴	libiŋs͈ɯtʰʌn
Livonia	리보니아	libonia
Lizana	리자나	lid͡ɕana
Lizella	리젤라	lid͡ɕella
Ljubljana	류블리아나	ljubɯlliana
Llano	라노	lano
Lloyd	로이드	loidɯ
LNG	엘엔지	elend͡ɕi
Loa	로아	loa
lobby	로비	lobi
lobster	로브스터	lobɯsɯtʰʌ
local	로컬	lokʰʌl
lock	록	lok
Locke	로크	lokʰɯ
Lockesburg	로커스버그	lokʰʌsɯbʌgɯ
Lockport	록포트	lokpʰotʰɯ
Lockwood	록우드	logudɯ
Loco	로코	lokʰo
Locust	로커스트	lokʰʌsɯtʰɯ
Lodge	로지	lod͡ɕi
Lodi	로디	lodi
log	로그	logɯ
Logan	로건	logʌn
Logansport	로건스포트	logʌns͈ɯpʰotʰɯ
Loganville	로건빌	logʌnbil
logarithm	로가리듬	logalidɯm
logger	로거	logʌ
login	로그인	logɯin
logo	로고	logo
logout	로그아웃	logɯaut
Lois	루이스	luisɯ
Lokoya	로코야	lokʰoja
Lola	롤라	lolla
Loleta	롤레타	lolletʰa
Loma	로마	loma
Loman	로먼	lomʌn
Lombardville	롬바드빌	lombadɯbil
Lome	로메	lome
Lomira	로미라	lomila
Lomita	로미타	lomitʰa
Lompoc	롬폭	lompʰok
London	런던	lʌndʌn
Londonderry	런던더리	lʌndʌndʌli
Lonerock	론록	lollok
long	롱	loŋ
Longdale	롱데일	loŋdeil
Longford	롱퍼드	loŋpʰʌdɯ
longing	롱잉	loŋiŋ
Longmeadow	롱메도우	loŋmedou
Longmont	롱몬트	loŋmontʰɯ
Longrun	롱런	loŋnʌn
Longton	롱턴	loŋtʰʌn
Longtown	롱타운	loŋtʰaun
Longvale	롱베일	loŋbeil
Longview	롱뷰	loŋbju
Longville	롱빌	loŋbil
Longwood	롱우드	loŋudɯ
Lonoke	로노크	lonokʰɯ
Lonsdale	론스데일	lons͈ɯdeil
Loogootee	러고티	lʌgotʰi
look	룩	luk
Lookingglass	루킹글라스	lukʰiŋgɯllasɯ
Lookout	룩아웃	lugaut
Loom	룸	lum
Loomis	루미스	lumisɯ
Lorado	로라도	lolado
Lorain	로레인	lolein
Loran	로란	lolan
Loranger	로레인저	loleind͡ɕʌ
Lordsburg	로즈버그	lod͡ɕɯbʌgɯ
Loree	로리	loli
Lorella	로렐라	lolella
Lorena	로레나	lolena
Lorentz	로런츠	lolʌnt͡ɕʰɯ
Lorenzo	로렌조	lolend͡ɕo
Loretta	로레타	loletʰa
Loretto	로레토	loletʰo
Lorida	로리다	lolida
Loris	로리스	lolisɯ
Lorman	로먼	lomʌn
Lorraine	로레인	lolein
lost	로스트	losɯtʰɯ
Lostine	로스틴	losɯtʰin
Lothair	로테어	lotʰeʌ
Lothian	로디언	lodiʌn
lotion	로션	losjʌn
Lotsee	롯시	lots͈i
Lott	로트	lotʰɯ
Lottie	로티	lotʰi
Lottsburg	로츠버그	lot͡ɕʰɯbʌgɯ
Louangphrabang	루앙프라방	luaŋpʰɯlabaŋ
Louann	로안	loan
Loudon	루던	ludʌn
Louin	루인	luin
Louisa	루이사	luisa
Louisburg	루이스버그	luisɯbʌgɯ
Louisiana	루이지애나	luid͡ɕiɛna
Louisville	루이빌	luibil
love	러브	lʌbɯ
Lovejoy	러브조이	lʌbɯd͡ɕoi
Lovelady	러브레이디	lʌbɯleidi
Loveland	러브랜드	lʌbɯlɛndɯ
